ENU4200310010
year,period,periodName,latest,value,footnotes
2019,M09,September,true,704828,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M07,July,39820,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M06,June,40260,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M05,May,40383,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M04,April,39586,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M03,March,38852,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M02,February,38617,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M01,January,38555,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2018,M12,December,39565,[{}]
2018,M11,November,39913,[{}]
2018,M10,October,39959,[{}]
2018,M09,September,39622,[{}]
2018,M08,August,39137,[{}]
2018,M07,July,39216,[{}]
2018,M06,June,39701,[{}]
2018,M05,May,39529,[{}]
2018,M04,April,38978,[{}]
2018,M03,March,38484,[{}]
2018,M02,February,38298,[{}]
2018,M01,January,38285,[{}]
2017,M12,December,38961,[{}]
2017,M11,November,39262,[{}]
2017,M10,October,39515,[{}]
2017,M09,September,39734,[{}]
2017,M08,August,39397,[{}]
2017,M07,July,39257,[{}]
2017,M06,June,39641,[{}]
2017,M05,May,39760,[{}]
2017,M04,April,39162,[{}]
2017,M03,March,38297,[{}]
2017,M02,February,38159,[{}]
2017,M01,January,38148,[{}]
2016,M12,December,38940,[{}]
2016,M11,November,39355,[{}]
2016,M10,October,39267,[{}]
2016,M09,September,39655,[{}]
2016,M08,August,39424,[{}]
2016,M07,July,39252,[{}]
2016,M06,June,39555,[{}]
2016,M05,May,39778,[{}]
2016,M04,April,39475,[{}]
2016,M03,March,38851,[{}]
2016,M02,February,38615,[{}]
2016,M01,January,38936,[{}]
2015,M12,December,39942,[{}]
2015,M11,November,40304,[{}]
2015,M10,October,40383,[{}]
2015,M09,September,40436,[{}]
2015,M08,August,40122,[{}]
2015,M07,July,40165,[{}]
2015,M06,June,40813,[{}]
2015,M05,May,41027,[{}]
2015,M04,April,40126,[{}]
2015,M03,March,39147,[{}]
2015,M02,February,38852,[{}]
2015,M01,January,39162,[{}]
2014,M12,December,40361,[{}]
2014,M11,November,40529,[{}]
2014,M10,October,40625,[{}]
2014,M09,September,40601,[{}]
2014,M08,August,40264,[{}]
2014,M07,July,40182,[{}]
2014,M06,June,40935,[{}]
